PETITION_NBR,FILING_DATE,OFFICIAL_TITLE,TYPE,STATUS,ASSOCIATION_ROLE,ASSOCIATION_NAME,RESIDENCY_COUNTRY,GOAL,SIGN_NBR_ELECTRONIC,SIGN_NBR_PAPER,MOTIVATION
466,06/11/2014,"Fir eng Steierreform fir d'Wittfraen an d'Wittmänner",PUB,CLOTUREE,,,LU,"Géint déi Ongerechtegkeet, datt Mann oder Fra 2 Joer nom Dout vum Partner an d\u2019Steierklass 1a zréckfalen. Am meeschten dorënner ze leiden hunn déi Wittfraen, déi keng eege Pensioun hunn. Spéitsdens bei der grousser Steierreform wär de Moment, fir dat z\u2019änneren. ",320,,
467,10/11/2014,"Pour une tranche d'impôt supplémentaire sur les grands revenus",PUB,CLOTUREE,,,LU,"La présente pétition publique vise à introduire une nouvelle tranche d\u2019impôt dans la fiscalité du Grand-Duché de Luxembourg pour les contribuables qui disposent d\u2019un revenu annuel brut d\u2019au moins 200.000 euros en classe 1 respectivement d\u2019un revenu annuel brut d\u2019au moins 400.000 euros en classe 2. Le taux d\u2019imposition relatif à cette nouvelle tranche d\u2019impôt s\u2019élèvera à quarante-cinq pour cent. L\u2019objectif poursuivi par la présente pétition publique consiste à garantir l\u2019équité fiscale et sociale au Grand-Duché de Luxembourg. La pétition est d\u2019intérêt national dans la mesure où elle propose un effort supplémentaire raisonnable de la part des contribuables plus aisés au financement d\u2019une communauté solidaire. Ainsi, la pétition vise à renforcer la cohésion sociale du pays et à faire participer tous les citoyens à l\u2019assainissement des finances publiques selon leurs moyens.",328,,
468,10/11/2014,"Voter une loi contre le harcèlement moral pour que celui-ci soit reconnu comme délit et devienne sanctionnable",PUB,CLOTUREE,,,LU,"Je pense qu'une loi sur le mobbing est difficile à voter car il y a  bien sûr des pressions de la part du patronat.

En matière de mobbing la charge de la preuve devrait être inversée. 

Deuxièmement le mobbing devrait d'abord être défini par une loi, moi je  m'orienterais sur la loi sur le stalking. En ce qui concerne les  sanctions, ce sont les tribunaux qui devraient fixer le montant des  indemnités à verser. Une fois que le délit à été défini par une loi, ce  sera aussi plus facile pour les tribunaux pour faire des condamnations.  Condamnation dans le sens que la personne affectée par le mobbing doit  soit être mutée dans un autre service et/ou indemnisée par une somme  d'argent. Et croyez-moi, ceci pourra considérablement améliorer  l'ambiance de travail dans les entreprises.
Il faudrait aussi instituer une commission en matière de  harcèlement moral dans le secteur privé et renforcer celle existante  dans le secteur public.
",17,,
469,10/11/2014,"Créer une nationalité européenne à part à l'instar des autres nationalités.",PUB,IRRECEVABLE,,,LU,,,,
470,10/11/2014,"Pour une interdiction de vente de boissons énergisantes aux mineurs 
au Grand-Duché de Luxembourg


",PUB,CLOTUREE,,,LU," 
A l\u2019instar de la Lituanie, premier pays au monde à avoir mis en vigueur, le 1er novembre dernier, une loi interdisant la vente de boissons énergisantes à des mineurs, nous demandons aux autorités luxembourgeoises d\u2019emboîter le pas et d\u2019instaurer une loi qui bannit la vente de ces boissons à des mineurs dans l\u2019intérêt de la santé publique. Les boissons dites « energy drinks » constituent un grand danger pour la santé de nos enfants. Les dangers d\u2019une consommation accrue et régulière ont été largement démontrés dans maintes études scientifiques et nous pensons, au vu de l\u2019insouciance avec laquelle ces produits continuent à être vendus aux mineurs, il est grand temps d\u2019entreprendre des actions qui régulent cette vente. A notre avis, des actions de sensibilisation médiatiques ou autres ne suffisent pas et une règlementation stricte à ce niveau apporterait des résultats certes plus drastiques, mais qui définiront ces boissons comme étant non seulement nuisibles mais vraiment dangereux.
",75,,
471,11/11/2014,"Géint déi Killer-Beem déi laanscht eis Stroossen all Joer klengste Fuerfeeler ouni Verhandlung mam direkten Doud oder mat liewenslaange Verkrëppelunge bestrofen!",PUB,IRRECEVABLE,,,LU,,,,
471,13/11/2014,"Géint déi Killer-Beem déi laanscht eis Stroossen all Joer klengste Fuerfeeler ouni Verhandlung mam direkten Doud oder mat liewenslaange Verkrëppelunge bestrofen!",ORD,CLOTUREE,,,LU,"Eigentlech misst et jo esou sinn, dat een et als virsiichtegen Autofuerer misst fäerdeg bréngen säi Gefier esou ze lenken dat een net vun der Strooss ofkënnt. Mais, et ass nun emol eng Realitéit, dass dat net jidderengem geléngt! Ech fannen et dofir absolut inacceptabel, dat eis Gesellschaft des Realitéit ignoréiert an den Affer vum Akzident d'Schold ginn a verdéngt hätte si et souwisou!

Et ass nämlech net ëmmer d'Vitesse déi schold drun ass, mais et sinn oft och aner Ursaachen oder eng Verknäppung vun Ursaachen ewéi schlecht Stroossebedingungen (schmiereg Blieder, Bulli vun deenen Honnerte Chantier'en wou et de Baufirme komplett egal ass weivill Tonne Bulli si op d'Stroosse schleefen, Frascht, asw. ) oder mangelhaft Beschëlderung, resp. fehlend Schutzmoossnamen (Leitplanken), déi zu engem Verkéiersaccident feieren.

All Kéiers dann, wann een eigentlech ""nëmmen"" géing vun der Strooss ofkommen, wier d'Konsequenz oft ""nëmmen"" Materialschued a manner schwéier Verletzungen! Mais all Kéiers dann, wann een an esou een topesche Bam rennt, deen um Rand vun eise Stroosse steet, dann ass d'Iwwerliewenschance vun all deenen déi am Gefier setze vill méi kleng a wann een, wat och oft de Fall ass, vum Bam nees zeréck an d'Strooss geschleidert gëtt, sinn oft och nach aner Leit a Gefor déi op der selwechter Platz ënnerwee sinn!

Ronds-Points'en ginn entschäerft, am Ausland sinn bal iwwerall déi Beem laanscht d'Stroossen ewech geholl ginn, mais hei am Land ginn se behandelt ewéi helleg Kéi an Indien! Mir hunn gewëssen Beem am Land, déi geméiss d'Definitioun regelrecht Serienkiller sinn: NET EMOL DÉI ginn ewech geholl!!!

Wann mer dann schonn der Meenung sinn, dat mer eis x Doudeger all Joer kennen am Stroosseverkéier mat de Beem leeschten (wat eigentlech eng Schan ass), dann sollten dach op mannst déi bekannte Killerbeem an hir direkt Noperen ewech geholl ginn!

D' Doudesstrof zu Lëtzebuerg ass schonn laang ofgeschaf, a mir sollten d'Riichter laanscht eis Stroossen, déi oft nëmmen ee klenge Fuerfeeler ouni Verhandlung mam Doud oder mat liewenslaange Verschnëppelunge bestrofen, och endlech ofschafen!

Dës Petitioun soll also déi politesch Verantwortlech dozou bréngen, eng Décisioun ze treffe fir a) entweder ""nëmmen"" déi bekannte Beem un deene schonn Léit gestuerwe sinn an hir direkt Noperen, oder awer b) generell all Beem laanscht d'Landstroossen ewech huelen ze loossen.
",,,
472,11/11/2014,"Pour l'inscription de la laïcité du service public dans la Constitution 1)	L'inscription du caractère laïque du service public dans la Constitution 2)	La reformulation de la question prévue par la proposition de loi portant organisation d'un référendum national sur différentes questions en relation avec l'élaboration d'une nouvelle Constitution (6738) sur le financement public des cultes.",PUB,RECLASSEE,président,"ACTION LUXEMBOURG OUVERT ET SOLIDAIRE - LIGUE DES DROITS DE L'HOMME A.S.B.L. RCS F2516",LU,"La proposition de loi portant organisation d'un référendum national prévoit une question sur le financement public des cultes.
Pour les défenseurs d\u2019une conception laïque de l\u2019État, la séparation de l\u2019État et des communautés religieuses ne peut pas se limiter à la question des traitements et des pensions des ministres du culte.
Le vrai problème qui se pose dans notre société est l\u2019emprise exercée par la principale communauté religieuse, l\u2019Église catholique, sur des structures de service public comme des hôpitaux, des maisons de retraite et de soins, des services à la personne et des établissements scolaires. C\u2019est là également que le bât blesse en ce qui concerne le respect des droits fondamentaux.
Des droits fondamentaux sont menacés 
-	si un hôpital sous tutelle de l\u2019Église qui participe au système national de garde médicale s\u2019enquiert de la confession d\u2019un patient, impose des crucifix aux murs des chambres et peut décider d\u2019un traitement en fonction de convictions religieuses
-	si des enfants et des adolescents reçoivent un enseignement dans un cadre où la liberté de conscience est limitée par l\u2019allégeance des enseignants à un système de valeurs particulier
-	si une personne âgée aboutit dans une maison de retraite ou de soins gérée par l\u2019Église \u2013 parce qu\u2019il n\u2019y avait pas de place ailleurs \u2013 et qu\u2019elle est ainsi « accompagnée jusqu\u2019aux portes du ciel », sans en avoir fait le choix délibéré.
La situation actuelle est d\u2019autant plus discutable que ce ne sont pas les fonds propres de l\u2019Église qui permettent le fonctionnement des établissements scolaires et les structures médicales privées mais les impôts des contribuables et les cotisations sociales des salariés et des entreprises.
La gestion de tant de services de santé et d\u2019éducation par l\u2019Église permet à une communauté religieuse de tirer de ses activités sociales une légitimité anachronique, d\u2019une part en prétextant donner une liberté de choix aux usagers, alors que les circonstances lui confèrent par moments une espèce de monopole, d\u2019autre part en faisant croire qu\u2019elle supplée à un État qui n\u2019arriverait pas à remplir sa mission.
À défaut d\u2019une reprise directe des institutions scolaires et sociales à caractère confessionnel par l\u2019État, il apparaît indispensable de garantir le caractère laïque du service public dans la Constitution, ce qui implique aussi un accès inconditionnel aux emplois dans ces institutions privées exerçant une mission de service public (c.-à-d. sans égard aux convictions religieuses ou philosophiques des candidats), ainsi que la liberté de conscience de leurs employés.

",247,,
472,10/02/2015,"Pour l'inscription de la laïcité du service public dans la Constitution 1)	L'inscription du caractère laïque du service public dans la Constitution 2)	La reformulation de la question prévue par la proposition de loi portant organisation d'un référendum national sur différentes questions en relation avec l'élaboration d'une nouvelle Constitution (6738) sur le financement public des cultes.",ORD,CLOTUREE,président,"ACTION LUXEMBOURG OUVERT ET SOLIDAIRE - LIGUE DES DROITS DE L'HOMME A.S.B.L. RCS F2516",LU,"La proposition de loi portant organisation d'un référendum national prévoit une question sur le financement public des cultes.
Pour les défenseurs d\u2019une conception laïque de l\u2019État, la séparation de l\u2019État et des communautés religieuses ne peut pas se limiter à la question des traitements et des pensions des ministres du culte.
Le vrai problème qui se pose dans notre société est l\u2019emprise exercée par la principale communauté religieuse, l\u2019Église catholique, sur des structures de service public comme des hôpitaux, des maisons de retraite et de soins, des services à la personne et des établissements scolaires. C\u2019est là également que le bât blesse en ce qui concerne le respect des droits fondamentaux.
Des droits fondamentaux sont menacés 
-	si un hôpital sous tutelle de l\u2019Église qui participe au système national de garde médicale s\u2019enquiert de la confession d\u2019un patient, impose des crucifix aux murs des chambres et peut décider d\u2019un traitement en fonction de convictions religieuses
-	si des enfants et des adolescents reçoivent un enseignement dans un cadre où la liberté de conscience est limitée par l\u2019allégeance des enseignants à un système de valeurs particulier
-	si une personne âgée aboutit dans une maison de retraite ou de soins gérée par l\u2019Église \u2013 parce qu\u2019il n\u2019y avait pas de place ailleurs \u2013 et qu\u2019elle est ainsi « accompagnée jusqu\u2019aux portes du ciel », sans en avoir fait le choix délibéré.
La situation actuelle est d\u2019autant plus discutable que ce ne sont pas les fonds propres de l\u2019Église qui permettent le fonctionnement des établissements scolaires et les structures médicales privées mais les impôts des contribuables et les cotisations sociales des salariés et des entreprises.
La gestion de tant de services de santé et d\u2019éducation par l\u2019Église permet à une communauté religieuse de tirer de ses activités sociales une légitimité anachronique, d\u2019une part en prétextant donner une liberté de choix aux usagers, alors que les circonstances lui confèrent par moments une espèce de monopole, d\u2019autre part en faisant croire qu\u2019elle supplée à un État qui n\u2019arriverait pas à remplir sa mission.
À défaut d\u2019une reprise directe des institutions scolaires et sociales à caractère confessionnel par l\u2019État, il apparaît indispensable de garantir le caractère laïque du service public dans la Constitution, ce qui implique aussi un accès inconditionnel aux emplois dans ces institutions privées exerçant une mission de service public (c.-à-d. sans égard aux convictions religieuses ou philosophiques des candidats), ainsi que la liberté de conscience de leurs employés.

",,,
473,19/11/2014,"Pour une réforme du droit d'établissement",PUB,RECLASSEE,,,LU,"La loi du 2 septembre 2011 portant sur le droit d'établissement impose une limite significative à la liberté d'entreprise, en ce qu'elle oblige tout entrepreneur, quel que soit sont secteur d'activité, de justifier de compétences professionnelles (soit à travers des diplômes, soit à travers une expérience importante) pour bénéficier d'une autorisation d'établissement avant de pouvoir créer son entreprise.

Bien que les motivations de cette loi (qu'elles tendent à la protection des consommateurs ou à la pérennité de l'économie) soient louables, la cadre juridique est trop contraignant car il constitue un frein à l'émergence de petites entreprises commerciales ou artisanales.

Les entrepreneurs ayant le plus de succès aujourd'hui ne sont pas toujours ceux qui ont le plus de diplômes. Cet argument peut être vérifié à l'échelle mondiale. De plus, les plus grands chefs d'entreprises au monde ont tous connu l'échec avant la réussite. Enfin, les formations offertes au Luxembourg ne sont pas assez nombreuses et ne couvrent pas assez de secteurs pour permettre aux entrepreneurs potentiels de remplir les critères de compétences requis pour obtenir une autorisation d'établissement.

C'est pourquoi, par cette pétition, il est proposé de réformer le droit d'établissement, en assouplissant les conditions préalables à la création d'une entreprise et en permettant aux personnes peu diplômées ou peu expérimentées de créer leur entreprise.

La conséquence d'une telle réforme pourrait considérablement dynamiser la vie économique du pays, voire même faire du Luxembourg le berceau européen des startups et de l'entrepreneuriat.

",20,,
473,15/02/2015,"Pour une réforme du droit d'établissement",ORD,CLOTUREE,,,LU,"La loi du 2 septembre 2011 portant sur le droit d'établissement impose une limite significative à la liberté d'entreprise, en ce qu'elle oblige tout entrepreneur, quel que soit sont secteur d'activité, de justifier de compétences professionnelles (soit à travers des diplômes, soit à travers une expérience importante) pour bénéficier d'une autorisation d'établissement avant de pouvoir créer son entreprise.

Bien que les motivations de cette loi (qu'elles tendent à la protection des consommateurs ou à la pérennité de l'économie) soient louables, la cadre juridique est trop contraignant car il constitue un frein à l'émergence de petites entreprises commerciales ou artisanales.

Les entrepreneurs ayant le plus de succès aujourd'hui ne sont pas toujours ceux qui ont le plus de diplômes. Cet argument peut être vérifié à l'échelle mondiale. De plus, les plus grands chefs d'entreprises au monde ont tous connu l'échec avant la réussite. Enfin, les formations offertes au Luxembourg ne sont pas assez nombreuses et ne couvrent pas assez de secteurs pour permettre aux entrepreneurs potentiels de remplir les critères de compétences requis pour obtenir une autorisation d'établissement.

C'est pourquoi, par cette pétition, il est proposé de réformer le droit d'établissement, en assouplissant les conditions préalables à la création d'une entreprise et en permettant aux personnes peu diplômées ou peu expérimentées de créer leur entreprise.

La conséquence d'une telle réforme pourrait considérablement dynamiser la vie économique du pays, voire même faire du Luxembourg le berceau européen des startups et de l'entrepreneuriat.

",,,
474,23/12/2014,"Abschaffung der Steuerbegünstigung von Dieseltreibstoff",ORD,CLOTUREE,,,LU,,,,
475,31/12/2014,"Géint Feierwierkskierper a Knupperten zu Sylvester!",PUB,RECLASSEE,,,LU,"Mat dëser Pétitioun erhoffen ech mer et ze ereechen, dat en legislativt, konsequent Verbued ausgeschwat gett géint de Verkaf an d'Ooffeieren vun Knupperten, Rakeiten, an ähnlechen Feierwierkskierperen  un a vun private Persounen oder Organisatiounen. Et ass all Joërs grausam, wéivill Déieren a Panik verfalen, nëmmen well den Eenzelnen muss weisen, wéi schein e knuppe kann. Des weideren kascht et eng Onmass u Geld, déi mat Secherheet besser anzwousch anescht ugehluecht wier! (Spenden, etc.) Och net ze veruechten ass den Impakt op d'Emwelt, iwwerall leien dei eidel Këschten an ausgebrannte Rakéiten ronderem, an d'ass keen Eenzelfall, dat deen Een oder Aneren mat Blessuren hospitaliséiert ginn muss.

Duerfir soen ech NEE zu deem onnéidegen Knupp-Wahnsinn, deen allgemeng méi Schueden uriicht, wei dat e Freed soll machen! Dëst ass primär een NEE fir d'Déieren, déi mat Secherheet am meeschten ennert desem egoisteschen Verhale vun hiere menschlechen Matbewunner ze leiden hunn!

Aaner Groussstiedt (Parais,...) verbidden d'Ooffeieren vun Feierwierkskierper vun Privatpersounen och, da komm mir halen och do mat deene Grousse mat!",1524,,
475,22/04/2015,"Géint Feierwierkskierper a Knupperten zu Sylvester!",ORD,CLOTUREE,,,LU,"Mat dëser Pétitioun erhoffen ech mer et ze ereechen, dat en legislativt, konsequent Verbued ausgeschwat gett géint de Verkaf an d'Ooffeieren vun Knupperten, Rakeiten, an ähnlechen Feierwierkskierperen  un a vun private Persounen oder Organisatiounen. Et ass all Joërs grausam, wéivill Déieren a Panik verfalen, nëmmen well den Eenzelnen muss weisen, wéi schein e knuppe kann. Des weideren kascht et eng Onmass u Geld, déi mat Secherheet besser anzwousch anescht ugehluecht wier! (Spenden, etc.) Och net ze veruechten ass den Impakt op d'Emwelt, iwwerall leien dei eidel Këschten an ausgebrannte Rakéiten ronderem, an d'ass keen Eenzelfall, dat deen Een oder Aneren mat Blessuren hospitaliséiert ginn muss.

Duerfir soen ech NEE zu deem onnéidegen Knupp-Wahnsinn, deen allgemeng méi Schueden uriicht, wei dat e Freed soll machen! Dëst ass primär een NEE fir d'Déieren, déi mat Secherheet am meeschten ennert desem egoisteschen Verhale vun hiere menschlechen Matbewunner ze leiden hunn!

Aaner Groussstiedt (Parais,...) verbidden d'Ooffeieren vun Feierwierkskierper vun Privatpersounen och, da komm mir halen och do mat deene Grousse mat!",,,
476,02/01/2015,"Fixation du délai pour la reconnaissance du droit d'asile à un maximum d'un an et droit au travail si le demandeur d'asile peut se prétendre d'une qualification pour laquelle il existe une forte demande",PUB,RECLASSEE,,,LU,"Le but de la fixation d'un délai pour la décision et celui d'un droit au travail précisé a un double but: une résolution humanitaire pour le demandeur et une mesure d'économie pour l'Etat.

Cette pétition vise la facilitation des demandeurs d'asile dans le simple but de réserver une réponse rapide, positive ou négative selon le cas. En effet, le demandeur d'asile aura une perspective favorable d'intégration à une nouvelle vie dans un délai acceptable, allant d'un mois à un an. Il en est de même pour l'intégration scolaire des enfants. P.ex. un homme de 40 ans qui pose sa demande, et qui doit attendre 5 ans avant d'avoir un avis ou la possibilité de travailler, se voit dans une situation de dépendance inacceptable du point de vue humanitaire. Aussi devrait-on envisager la possibilité de travailler, si le demandeur a un diplôme pour lequel une demande existe sur le marché luxembourgeois.

Outre l'aspect purement humanitaire, le déroulement dans un bref délai, permettrait à l'Etat de faire une épargne non négligeable car une intégration sociale rapide évite la prise en charge par l'Etat à long terme.
",42,,
476,03/04/2015,"Fixation du délai pour la reconnaissance du droit d'asile à un maximum d'un an et droit au travail si le demandeur d'asile peut se prétendre d'une qualification pour laquelle il existe une forte demande",ORD,CLOTUREE,,,LU,"Le but de la fixation d'un délai pour la décision et celui d'un droit au travail précisé a un double but: une résolution humanitaire pour le demandeur et une mesure d'économie pour l'Etat.

Cette pétition vise la facilitation des demandeurs d'asile dans le simple but de réserver une réponse rapide, positive ou négative selon le cas. En effet, le demandeur d'asile aura une perspective favorable d'intégration à une nouvelle vie dans un délai acceptable, allant d'un mois à un an. Il en est de même pour l'intégration scolaire des enfants. P.ex. un homme de 40 ans qui pose sa demande, et qui doit attendre 5 ans avant d'avoir un avis ou la possibilité de travailler, se voit dans une situation de dépendance inacceptable du point de vue humanitaire. Aussi devrait-on envisager la possibilité de travailler, si le demandeur a un diplôme pour lequel une demande existe sur le marché luxembourgeois.

Outre l'aspect purement humanitaire, le déroulement dans un bref délai, permettrait à l'Etat de faire une épargne non négligeable car une intégration sociale rapide évite la prise en charge par l'Etat à long terme.
",,,
477,14/01/2015,"Aufhebung der Diskriminierung der Lehrbeauftragten hinsichtlich ihrer Einstufung im Gesetzesprojekt 6465",ORD,CLOTUREE,Président,"Association des chargés de l'enseignement national asbl",LU,,,,
478,15/01/2015,"Pour le soutien et la promotion publique de la nutrition végétarienne et végétalienne ",PUB,RECLASSEE,,,LU,"La croissance de l\u2019intérêt public envers la nutrition végétarienne, soit végétalienne, ainsi que la demande d\u2019alternatives par rapport aux offres usuelles font preuve d\u2019un changement dans nos habitudes de consommation. Car la consommation excessive de produits animaliers a provoqué ces dernières décennies pas mal de problèmes dans le domaine de l\u2019environnement, de la santé publique, de la justice alimentaire ainsi que l\u2019exploitation animale. 
Surtout le domaine public devrait prêcher l'exemple et offrir un choix plus durable en considérant la croissance des citoyens qui s\u2019intéressent  pour une nutrition plus diversifiée, soit végétarienne/végétalienne. En offrant des alternatives « végé » encadrées par une campagne d\u2019information pédagogique, on pourrait en même temps informer les citoyens de l\u2019utilité de diminuer la consommation de produits animaliers, ceci évidemment sans priver les gens qui ne souhaitent pas y participer.
Une autre nécessité est celle de soutenir le choix des parents et d\u2019enfants qui désirent se nourrir (en partie ou complètement) de manière végétarienne/végétalienne, et de leur offrir des alternatives dans les restaurations scolaires et maisons relais. Il est inacceptable de considérer seulement des motivations religieuses et de négliger une motivation purement éthique et donc bien plus objective.  
Cette pétition ne veut dans aucun cas dicter une nutrition à autrui. Bien au contraire, il s\u2019agit de compléter l\u2019offre pour ceux qui ont du mal a  trouver des mets végé « sain ». Cette population est à l\u2019essor et enrichie la culture gastronomique, offrant en même temps une solution pour les problèmes cités en haut.
En validant cette pétition, vous soutenez en même temps la promesse de la plupart des partis politiques, qui ont promis dans leurs derniers programmes électoraux de propager la culture maraîchère.  
Bien d\u2019autres arguments visant à soutenir cette pétition se trouvent dans le « Plan National pour un Développement Durable », myfootprint.lu ainsi que dans d\u2019autres publications nationales et internationales (p.ex. IPCC et FAO)
",2472,,
478,22/04/2015,"Pour le soutien et la promotion publique de la nutrition végétarienne et végétalienne ",ORD,CLOTUREE,,,LU,"La croissance de l\u2019intérêt public envers la nutrition végétarienne, soit végétalienne, ainsi que la demande d\u2019alternatives par rapport aux offres usuelles font preuve d\u2019un changement dans nos habitudes de consommation. Car la consommation excessive de produits animaliers a provoqué ces dernières décennies pas mal de problèmes dans le domaine de l\u2019environnement, de la santé publique, de la justice alimentaire ainsi que l\u2019exploitation animale. 
Surtout le domaine public devrait prêcher l'exemple et offrir un choix plus durable en considérant la croissance des citoyens qui s\u2019intéressent  pour une nutrition plus diversifiée, soit végétarienne/végétalienne. En offrant des alternatives « végé » encadrées par une campagne d\u2019information pédagogique, on pourrait en même temps informer les citoyens de l\u2019utilité de diminuer la consommation de produits animaliers, ceci évidemment sans priver les gens qui ne souhaitent pas y participer.
Une autre nécessité est celle de soutenir le choix des parents et d\u2019enfants qui désirent se nourrir (en partie ou complètement) de manière végétarienne/végétalienne, et de leur offrir des alternatives dans les restaurations scolaires et maisons relais. Il est inacceptable de considérer seulement des motivations religieuses et de négliger une motivation purement éthique et donc bien plus objective.  
Cette pétition ne veut dans aucun cas dicter une nutrition à autrui. Bien au contraire, il s\u2019agit de compléter l\u2019offre pour ceux qui ont du mal a  trouver des mets végé « sain ». Cette population est à l\u2019essor et enrichie la culture gastronomique, offrant en même temps une solution pour les problèmes cités en haut.
En validant cette pétition, vous soutenez en même temps la promesse de la plupart des partis politiques, qui ont promis dans leurs derniers programmes électoraux de propager la culture maraîchère.  
Bien d\u2019autres arguments visant à soutenir cette pétition se trouvent dans le « Plan National pour un Développement Durable », myfootprint.lu ainsi que dans d\u2019autres publications nationales et internationales (p.ex. IPCC et FAO)
",,,
479,23/01/2015,"Stop à la fourrure !!!!!!!!!!!!!!!",PUB,CLOTUREE,,,LU,"La fabrication, la vente et l'achat de la fourrures doivent être interdits. Des millions de chiens, chats etc... dans le monde entier sont maltraités et torturés juste pour de la fourrure et même pour la viande. Avec cette pétition et la bonne volonté des êtres humains, j'espère de mettre une fin définitive à ce cauchemar. J'espère du fond de mon coeur que ce message-ci fera le tour du monde et que tout le monde sera prêt à aider. 
LE BUT PRINCIPAL DE CETTE PÉTITION ET D'INTERDIRE LA FABRICATION DE FOURRURE, VENDRE COMME ACHETER!!!!
DANS LE MONDE ENTIER LES PERSONNES QUI NE SE TIENNENT PAS A CECI, DEVRONT ÊTRE PUNIES ET PAYER UNE FORTE AMENDE!!

MERCI POUR TOUT VOTRE SOUTIEN.

  ",347,,
480,30/01/2015,"Petitioun géint Frais de Dossieren bei Krediter a Prêten",PUB,CLOTUREE,,,LU,"Am Kader vu Prêt- a Kreditufroen, ass et déi gängeg Praxis vu Banken an anere Geldinstituter fir Frais de Dossieren respektiv ""Bearbeitungsgebühren"" ze verlaangen. Dëst maachen d'Banken a Geldinstituter mam Argument, datt ee misst Aarbecht an Zäit an déi potenziell Clienten investéieren fir deenen hir Bonitéit ze préiffen. 
Lo huet awer an Däitschland de Bundes Gerichtshof entscheed, datt dës Fraisen onzoulässeg sinn, well d'Préifung vun der Bonitéit vu potenzielle Clienten am Interêt vun de Banken a Geldinstituer ass an dofir net kënnen un den Ënnclient weidergereecht ginn.
Mat dëser Petitioun soll genau sou eng Gesetzeslag a Lëtzebuerg geschafe gi mam Zousaz, datt d'Verjährung vun äelere Frais de Dossieren réicht ab 3 Joer gëllt. Et kéint een also bezuelte Frais de Dossieren réckwierkend zeréckverlaangen!
Ab wéini dës Verjährungsfrist gräiffe soll bleift dem Legislateur iwwerlooss.
Am Interêt vun den Ënnclienten an der gesamter Wirtschaftslag soll dëst Gesetz Investitiounen an domat d'Wirtschaft förderen.

",100,,
481,01/02/2015,"Cannabis fir medizinësch Zwecker ze legaliséieren",PUB,CLOTUREE,,,LU,"Es gibt immer mehr Krankheitsfälle, die nicht mehr auf die  bestehenden Medikamenten  ansprechen. Nach wissenschaftlichen Studien zeigen die Cannabisprodukte sich immer mehr als gute Arzneimittel und bei richtiger Dosierung relativ  ohne größere Nebenwirkungen. 

Medizinischer Cannabis hat sich wissenschaftlich bewährt und hilft bei schweren Krankheiten wie z.B.: Krebs , chronischen Schmerzen und multiple Sklerose. Es ist Zeit den medizinischen Cannabis zu legalisieren gegen den Willen der allmächtigen Pharmaindustrie, die mit dem medizinischen Cannabis viel Geld verlieren wird. 

Dementsprechend müssen Leute, die austherapiert sind ,von diesen Cannabis Produkten profitieren können. Wissend, dass die Hanfpflanze als Ganzes noch mehr Wirkung hat als einzelne in ihr enthaltende Komponenten, soll diese in der Apotheke auf Rezept angeboten werden. 

Deshalb optieren wir für eine \u201Elegale Ausnahmegenehmigung für medizinisch begleitete und betreute Selbsttherapie\u201C.",274,,
482,01/02/2015,"RECHT OP LËTZEBUERGER SPROOCH",PUB,CLOTUREE,,,LU,"De But vun der Petitioun sollt sinn, dass hei zu Lëtzebuerg net méi genuch Lëtzebuergesch geschwat gëtt!
Praktesch iwwerall wou een higeet muss ee Franzéisch schwätzen z.B. an de Klinike schwätzen d\u2019Dokteren zum Deel mol kee Lëtzebuergesch méi, vun den Sekretärinnen praktesch och net! An de Geschäfter ass och bal keen, dee Lëtzebuergesch schwätzt! An de Schoule sinn souguer Proffen, déi Lëtzebuergesch nach net mol verstinn! Sämtlech Post déi ee kritt, vun den Banken, den Administratiounen, Rechnungen asw. ass op Franzéisch oder vielläicht nach op Däitsch, mais ni op LETZEBUERGESCH! 
Wann een duerch d'Staat geet mengt een, et wier een am Ausland, et héiert een zum gréissten Deel friem Sproochen! 
Wat geschitt mat der Lëtzebuerger Sprooch, wann net méi drop gehalen gëtt, dassen déi Leit, déi all Dag heihi schaffe kommen oder souguer scho Joren héi am Land wunnen, Lëtzebuergesch solle léieren ; da geet d'Lëtzebuerger Sprooch ënner! Well d'Lëtzebuerger selwer och zum Deel ëmmer méi franzéisch Wierder benotzen!
Firwat ass daat sou? Et ass wiirklech néidesch, dass eppes geschitt! An et ass un deenen zoustänneche Leit, déi onst Land regéieren, an dem Sënn eppes ze ënnerhuelen an drop ze halen, dass ons Sprooch erhale bleift! Well mir wëlle jo bleiwe wat mir sinn!

Dëst huet kee rassisteschen Hannergrond, mais mir Lëtzebuerger solle mol méi op ons halen! 

",242,,
